name,department,rating,num_ratings,would_take_again_percent,difficulty,courses
Ian Angus,Humanities,4.1,10,-1,3.6,COMMUNICATION; HUM; HUM202; HUM360; HUM382; HUM382FRIENDS; SA360
David Gaertner,English,5,1,-1,3,ENG359
Marlow Irvine,Education,4.8,2,-1,3.5,EDUC406; EDUC807
Colin Stewart,Computer Science,3.9,38,-1,3.4,CMPT110; CMPT120; CMPT125; CMPT165
Jack Stockholm,Interactive Media Design,3.5,18,-1,2.9,IAT100; IAT167; IAT235; SIAT167
Barbara Mitchell,Gerontology,5,1,-1,4,GERO408
Elizabeth MacDonald,Business Administration,3,1,-1,3,BUS251
Ana Boza-Arlotti,Archaeology,2.8,3,-1,4.7,ARCH442
Francisco Avelino,Business Administration,4.9,4,-1,3,ADM; BUS322; BUSD100
Rick Hobson,Engineering,2.2,6,-1,4,CMPT250; ENSC250; ENSC450
Natalie Sorenson,Fine Arts,2.5,2,-1,2.5,168E100; FPA168
Jennifer Lewis,Archaeology,4.8,3,-1,2.3,ARCH332
Olga Volkoff,Business Administration,3.2,16,-1,4.1,BUS326; BUS362; BUS468
Rob McTavish,Education,4.6,18,-1,3.3,EDUC220; EDUC222; PSYCH220
Kimiaki Shinno,Languages,4.5,15,-1,2,JAP100; JAPN100; JAPN101; JAPN200; JAPN201; JPN201
Echo Yuan Liao,Business Administration,4.3,6,-1,3.2,BUS272
Maurizio Ceseri,Mathematics,5,2,-1,2,MACM316
Loch Brown,Geography,4.3,23,-1,2.7,GEO100; GEO312; GEOG100; GEOG102; GEOG312; GEOG316
Kina Chenard,Criminology,3.3,5,-1,4.2,POL251; POL358; POL460; POLXXX
Hitoshi Shigeoka,Economics,3.9,4,-1,2.8,ECON383
Imran Munir,Communication,4,8,-1,2.3,CMNS; CMNS110; CMNS323; CMNS323W; CMNS386; CMNSXXX
Rustum Choksi,Mathematics,4.1,30,-1,3.2,MACM316; MATH0; MATH151; MATH152; MATH154; MATH251; MATH252; MATH310; MATH375
Julie MacArthur,Political Science,4.5,4,-1,3.5,POL222; POL327; POL358
Zahwill Dossa,Business,4.1,7,-1,3.3,BUS320; BUS321
Pasha Tashakor,Finance,4.5,12,-1,3.4,BUS251; BUS312
Raheja Rohan,Business Administration,3.5,2,-1,4,ACCT202; BUS254
Jennifer MacPherson,Health Science,4.5,2,-1,2,HSCI140
Karen Palmer,Health Science,4.4,5,-1,3.8,HSCI305
Chloe Humphreys,Not Specified,1.5,1,-1,2,EDUC471
Bojin Traykov,Communication,2.9,4,-1,2,CMN323W; CMNS323
Charles Carroll,English,4,1,-1,4,ENG416
Helen Kang,Sociology,3.9,4,-1,3.5,SA210; SA315
Amanda Bidnall,History,4.4,7,-1,3.1,HIST106; HIST215; HIST224; HIST407
Maryam Ali,Business Administration,2.6,15,-1,3.6,BUS237; BUS237D; BUSD100
Kevin Sun,Mathematics,3.9,4,-1,2.8,MATH100; MTH100; PRECA1
Jon Heidt,Criminology,4.1,16,-1,2.4,241; CRIM; CRIM140; CRIM220; CRIM241; CRIM300; CRIM410
Kash Heed,Criminology,4.4,7,-1,1.6,CRIM131; CRIM251
Radoslava Trnavac,Linguistics,2.5,12,-1,2.2,COG100; COGS100; COGS200
Ben McNamee,Economics,2.7,11,-1,3.6,BUEC280; BUEC282; ECON282
Harvey DeRoo,English,4,17,-1,2.9,ENG102; ENG204; ENG304; ENG360; ENGL102; ENGL204; ENGL2304; ENGL300; SCFCSCFC
Joao Salm,Justice Studies,4,15,-1,2.5,CRIM442; JUS101; JUS105; JUSJUS; SOC225
Leigh Bloomfield,Kinesiology,4.7,7,-1,2.6,KIN140; KIN205; KIN207
Andrew King,Mathematics,2.5,1,-1,2,MATH240
Nathalie Schapansky,Linguistics,1.9,24,-1,4,221; FREN300; FREN330; FRENC330; LING100; LING160; LING222; LING300; LING322; LING401
Barb Edwards,Accounting,2,4,-1,4.3,BUS550; ECMAY2
Shamman Ramsundhar,Business Administration,3.8,8,-1,2.6,BUS251; BUS322
Grant Havers,Business Administration,3.5,94,-1,3.4,303; BUS303; BUS343
Greg Clarke,Political Science,2.9,37,-1,3.1,151; POL100; POL151; POL221; POL321; POL324; POL400LEVEL; POL423; POLI151; POLISCI151; POLMANY; XXX666
Daniel Monte,Economics,3.2,18,-1,3.8,ECON101; ECON302; ECON383
K. Laird,Philosophy,3.2,9,-1,2.9,KANT; PHIL110; PHIL203; PHIL2XX; PHIL331; PHIL343
Shinder Purewal,Political Science,3.1,7,-1,2.6,POL; POL339; POLI
Amin Sharifi,Computer Science,2.3,6,-1,3,CMPT125
Shiu Lo,Statistics,4.8,2,-1,3,STAT203
Luis Sojo,Chemistry,1.5,2,-1,3,CHEM371
Sue Wilkinson,Women's Studies,4.5,1,-1,2,WS302
Yayoyi Shinbo,Languages,4.3,2,-1,1.5,JAP100; JPN100
Anna Lund,Criminology,3.8,2,-1,2.5,CRIM135
Natalee Popadiuk,Education,3.4,4,-1,4,EDUC393; EDUC500
Fiona Jeffries,Communication,4.7,8,-1,2.6,CMNS110; CMNS262; CMNS444; CMNS455
Carolyn Lui,Communication,1,3,-1,4.7,CMNS130; CMNS362
Anna Belogurova,History,4.5,2,-1,2.5,HIST255; HIST390A
Jeffrey Zurek,Earth Science,5,5,-1,1.2,EASC104
Krishna Subedi,Education,5,2,-1,3,CALA; MATH105
Tota Panggabean,Not Specified,2.2,3,-1,1.3,BUS322
Saman Harirchian-Saei,Chemistry,5,2,-1,1.5,CHEM121
Ararat Harutyunyan,Mathematics,3.8,3,-1,3.7,MACM201; MATH150
Graeme Coetzer Graeme Coetzer,Business Administration,1,1,-1,4,BUS272
Rob Ouetten,Psychology,5,1,-1,2,PSYC363
Lucia Chung,Economics,5,4,-1,2.5,ECON103
Don Northey,Education,3.3,15,-1,2.7,ALL; EDU326; EDU435; EDUC326; EDUC328; EDUC414; EDUC471; EDUCPDP; FIELDSCHOOL
Mary Lynn Stewart,History,3.6,25,-1,2.9,GDST302; GSWS204; GSWS319; HIST310; HIST390; HIST411; HISTORY; HISTWS3XX; HST390; WS102; WS216; WS363; WSHIST
Lorna Ramsay,Education,3.3,8,-1,2.5,EDUC252; EDUC326; FALX99; FANX99
Jerry Clarkson,Education,4,14,-1,2.1,EDUC100; EDUC150; EDUC250; EDUC471; EDUC477; POL471
Bob Hadley,Computer Science,2.7,24,-1,3.3,CMPT310; CMPT320; CMPT418; CMPT419; CMPT826
David Zimmerman,Philosophy,3.5,46,-1,2.7,100; 120; PHIL120; PHIL120242; PHIL120W; PHIL241; PHIL242; PHIL321; PHIL331; PHIL451; PHILLOTS; PIHIL120
Daniel Grace,Health Science,4.5,1,-1,3,HSCI431
Jing Zhi (joyce) Shang,Business Administration,2.6,4,-1,2.3,BUS345; BUS347
Alison Ayers,Political Science,4.5,50,-1,3.6,POL343; POL344; POL349; POL447; POL470; SA203; SA363; SA396; SOCI363
Randal Mindell,Earth Science,3.8,7,-1,2.1,EASC101; EASC104; EASCD100
Carolyn Stewart,Health Science,4.8,9,-1,2,HSCI120
Nadia Gill,Psychology,4.8,2,-1,1.5,EDUC324
Darryl Cressman,Communication,4.8,20,-1,2.6,CMNS110; CMNS253; CMNS321; CMNS353
Chris Kellman,Business Administration,4.8,14,-1,2.4,BUEC232; BUS232
Larysa Stepanova,Linguistics,3.6,7,-1,2,LING160; LING220
Clayton Wilson,Communication,4,7,-1,3.1,CMNS130; CMNS304; CMNS304W; CMNS332
Monica Aufrecht,Philosophy,4.5,1,-1,2,PHIL144
John A. Jackson,Psychology,5,1,-1,1,PSYCD100
Allen Pike,Computer Science,4.5,1,-1,2,CMPT470
Ben Fu,Economics,3.5,9,-1,3.3,ECON301; ECON305; ECON331
Todd Green,Business Administration,4.3,3,-1,2.7,BUS343; BUS449
Mike Smith,Geography,2,3,-1,4,GEO100; GEOG100; GEOG1101
Margot Black,Mathematics,3.8,2,-1,2.5,MATH100
Andres Wanner,Information Technology,5,1,-1,1,IAT334
Ronan Teyssier,Political Science,2.3,3,-1,3.7,POL100; POL201; POL253
Katherine Poyner-Del Vento,English,3.6,32,-1,3.6,ENG101; ENG101W; ENG199; ENGL101; ENGL101W; ENGL199; ENGL199W
Yujia Jiang,Languages,4.5,3,-1,1,CHIN100
Patrick Lussier,Criminal Justice,3.1,29,-1,3.1,220; 320; CRIM; CRIM220; CRIM316; CRIM320; CRIM417
Meera Nair,Communication,3.8,10,-1,2.6,BUS360; CMNS230
Lucy Goodbrand,Education,5,2,-1,3.5,EDUC479
Ewa Ciesielska,Linguistics,4.3,2,-1,2.5,GERM102
Sarah Sadeghi,Physics,1.8,11,-1,2.6,PHYS101; PHYS102
Daryl Funk,Mathematics,5,1,-1,1,MATH150
Francis Law,Biology,2.4,6,-1,4.2,BIO202; BISC312; BISC313
Marco Bieri,Physics,4,8,-1,2.4,PHY100; PHYS100; PHYS120; PHYS131
Lanny Zrill,Economics,3.3,2,-1,3.5,ECON105
Jake Stone,Psychology,5,1,-1,1,EDUC327
Daniel Katz,Mathematics,4.1,4,-1,2.3,MATH232
Lila Torabi,Engineering,4.2,9,-1,2.3,ENSC150
Jin Me Yoon,Fine Arts,4.4,7,-1,3.3,811; FPA160; FPA161; FPA260; FPA460
Marjorie Cohen,Political Science,4.1,8,-1,3.8,CDN280; GSWS350; POL301; POL356; POL825
Ellexis Boyle,Gender Studies,5,2,-1,2.5,GSWS330
Kevin Doerksen,Mathematics,2.8,2,-1,4,MATH157
Alain Duncan,Business,4.6,62,-1,3.2,321; 321421; ACCTG; BUS254; BUS320; BUS320321; BUS321; BUS321420; BUS420; BUS670
Hassan Khosravi,Computer Science,3.9,24,-1,3.5,CMPT310; CMPT354; CMPTD100; CPMT310
Kevin McQuiggin,Computer Science,4.9,4,-1,2,CMPT120; CMPT123; COMP101
Martin Gotfrit,Fine Arts,4.7,7,-1,1.6,FPA147; FPA289; VARIOUSMUSIC
Lin Yao,Communication,3.8,4,-1,2.5,CMNS130; CMNS130W; CMNS240
Kristin McIlhenney Peters,Geography,4.7,3,-1,1.7,GEO100; GEOG100
B.D Roitberg,Science,3.6,12,-1,3.8,BIO100; BIO101; BISC100; BISC204; BISC304; BISC407; BISC435; BISCC100
Hisako Hayashi,Languages,1,1,-1,2,JAPN100
Chris Aloia,Health Science,3.5,1,-1,3,HSCI140
Alexandra B.L. Stark,Education,5,1,-1,2,EDU143
Juan Sosa,Linguistics,2.2,69,-1,3.7,130; LIGUSTICS; LIN160; LING; LING103; LING130; LING130221; LING160; LING221; LING221321; LING260; LING309W; LING321; LING330; LING409
Susannah Kirby,Linguistics,3.8,2,-1,4,LING322; LING481
Benedikt Fischer,Health & Human Performance,4,1,-1,2,HSCI402
Sean Robertson,Geography,2.8,2,-1,2.5,GEOG241
Olivier Ferlatte,Health Science,4.5,1,-1,3,HSCI150
Richard Arias-Hernandez,Sociology,3.5,2,-1,1,SA315
Bryan Sokol,Psychology,3.6,39,-1,3.4,354; 354450; ENG101; PSY354; PSY487; PSYC250; PSYC354; PSYC450; PSYCH250; PSYCH354; PSYCH355
E. Wyn Roberts,Languages,3.2,36,-1,3.4,130; 330; ADVANCEDPHONET; LING; LING1130; LING130; LING321; LING330
Graeme Walker,Economics,4,4,-1,2.8,ECON282
Andrew Park,Computer Science,4.5,4,-1,1.5,CMPT110; CMPT125
Hudson Moura,Applied Arts,3.5,7,-1,2.1,FPA414; SA245
Harald Yurk,Health Science,4.3,2,-1,2,HSCI216
Ali Wise,Education,4.8,2,-1,2.5,EDUC220; EDUC416
Jessica Palma,Health Science,4.8,2,-1,2.5,HSCI214
George Wallace,Psychology,3.7,3,-1,3,PSYC120; PSYC200; PSYC300
Heather Fleming,Communication,1,1,-1,5,CMNS304W
Paul Saunders,English,4.5,1,-1,3,ENGL216
Sinan Caykoylu,Management,4.3,11,-1,1.6,BUS272; BUS303; BUS374
Paul Lee,Kinesiology,4,2,-1,2,KIN142
Charles Samuels,Mathematics,3.3,2,-1,4,MATH154
DF Afd,Advisor,3,1,-1,4,ENDL001
Connie Singh,Political Science,3.4,4,-1,2.8,POL349; POL359; POL449
Patrice Keats,Counseling,4.5,1,-1,3,EDUC423
Charles Samuelson,Mathematics,3,3,-1,4,MATH154
Adam Oberman,Mathematics,3.1,22,-1,3.1,MACM316; MATH254; MATH309; MATH418; MATH418PDE
David Prime,Psychology,3.5,4,-1,2.8,PSYC325; PSYCH1100; PSYCH325
Mecedes Eng,English,1.5,1,-1,5,ENGL359
Mila Lazarova,Business Administration,2.9,17,-1,2.9,346; 432; BUS; BUS346; BUS380; BUS430; BUS432; BUSD
Lianbin Dai,History,1,4,-1,5,HIST254; HISTD10
Torsten Moller,Computer Science,4.3,51,-1,2.5,308; 308310; 311310; 313308; 314; 360; CMPT316; CMPT361; CMPT361C; CMPT461; CMPT466; ENG; ENG310; ENG311; ENG313; ENG315; ENGL203; ENGL306; ENGL308; ENGL310; ENGL311; ENGL311313; ENGL313; ENGLISH311313
Russell A. Nicholson,Biology,4.4,12,-1,3.3,BISC100; BISC432; BISC656
Britta Peters,Geography,2.9,5,-1,2,GEOG253
Marcin Marzencki,Engineering,4.9,4,-1,3,ENSC387
Andrew Klager,History,4.3,8,-1,2.4,HIST2011; HIST288
Almas Zakiuddin,International Studies,1.9,5,-1,3.2,ASIA2255; INST329; IS100; IS329
Agnes Koos,Political Science,1.3,3,-1,3.7,POL241; POLI241
Rick Iverson,Business Administration,4.8,48,-1,2.5,BUS183; BUS381; BUS381484; BUS381BUS482; BUS482; BUS482484; BUS484
Geoff Dunbar,Economics,3.4,50,-1,3.6,305; ECON291; ECON305; ECONECON
Irene Pivotto,Mathematics,2.9,4,-1,2.8,MATH154
Yaroslava Polosina,Molecular Biosciences,2.5,1,-1,2,MBB420
Gabor Tardos,Computer Science,4.4,8,-1,4,CMPT307; CMPT407; CMPT710
Marc Paquet,French,5,3,-1,2,FREN210
Kamran Kaveh-Maryan,Physics,5,1,-1,2,PHYS1
Tomasz Majek,Geography,3.1,18,-1,3.6,GEO100; GEOG100; GEOG221; GEOG323; GEOG325; GEOG426; GEOG497
Norbert Ruebsaat,Communication,3.2,11,-1,3,CMNS258; CMNS259
Laila Ferreira,English,2,1,-1,4,ENGL427W
Camilla Sears,Criminal Justice,4.6,37,-1,2.1,330; CRIM101; CRIM104; CRIM213; CRIM313; CRIM412
Lealle Ruhl,Political Science,3.8,25,-1,3.2,211; 319; FEM2275; POL210; POL211; POL319; POL4; POL410; POL418; POL463; POLI; POLI210; POLI400; PT1
Hiroki Matsukawa,Languages,4.8,2,-1,1.5,JAPN100
Linda Apps,Education,5,1,-1,2,EDUC100
Peter Willimans,Resource Management,2.5,1,-1,2,REM649
James Cousins,History,4.5,5,-1,3,HIST102; HIST102W
Peter Inglis,Biology,4,1,-1,3,BISC101
Kenneth Fish,Sociology,4.2,59,-1,2.7,SA100; SA150; SA151; SA210; SA260; SA315; SOC150
Rick Coe,English,3.1,40,-1,3,ENG; ENG102; ENG103; ENG105; ENG105374; ENG105W; ENG214; ENG366; ENG367; ENG7077; ENGL103; ENGL105; ENGL105W; ENGL214; ENGL375; ENGLISH103
Brian Hayden,Archaeology,3.1,41,-1,3.3,ARCH100; ARCH101; ARCH104; ARCH105; ARCH201; ARCH226; ARCH272; ARCH272OLDWRLD; ARCH277; ARCH372; PHY120; RELIGION
Nathalie Lovasz,Psychology,4,2,-1,2,PSYC308; PSYCH308
Mark McPherran,Philosophy,4.4,9,-1,2.9,PHIL100; PHIL150; PHIL350; PHIL357; PHIL451W
Gerald Walton,Education,4.3,4,-1,2.5,EDU524; EDUC240; EDUC382
Ryan Stephenson,English,3.9,7,-1,3.4,ABC313; ENG327; ENG330; ENGL327; ENGL330
Rocky Penate,French,3.3,5,-1,2.4,FR270; FREN301; FREN360; FREN476
Jorge Cruz Lopez,Finance,3.5,38,-1,4,BUS315; BUS316; BUS493; FIN315
Cathy Ace,Business Administration,2.9,36,-1,3.3,BUS343; BUS448; BUS478
Kimberly Voll,Computer Science,4.9,9,-1,1.6,APSC160; CMPT110; CMPT165; COGD300; CPSC221; CS221
Katherine Dixon-Gordon,Psychology,2.9,4,-1,4,PSYC371
Victor Chen,Business Administration,3.8,4,-1,2,BUS207; BUS207E; CBMF120
Emily Jenkins,Health Science,4.5,1,-1,3,HSCI214
Ali Hajshirmohammadi,Business Administration,3,6,-1,2.8,BUS311; BUS336; OM304
Michael Pollock,Psychology,4.7,11,-1,1.9,PSYC102; PSYC106; PSYCH101; PSYCH106; PYSC106
Mohammad Motamed,Mathematics,3.5,3,-1,2.7,MATH151
Charn Jagpal,English,5,1,-1,4,ENGL492W
Nicole Tomassetti,Accounting,4.4,13,-1,2.5,BUS251
Paquet Marc,French,5,1,-1,2,FREN122
Sadie Donovan,Education,4.5,1,-1,2,EDUC370
Haider Nizamani,Political Science,3.1,17,-1,2.8,IS101; IS102; IS319; POL; POL300; POL433; POL441; POLI319
Roger Donaldson,Mathematics,4.5,1,-1,2,MATH232
Melissa McRae,Business Administration,3,1,-1,2,BUS381
David Paterson,Education,5,1,-1,2,EDUC323
Jennifer Kennedy-Pannett,Political Science,5,1,-1,1,POL373
Roselene Dhaliwal,Kinesiology,3.2,5,-1,4.2,KIN110; KIN140
Xianghua Wu,Languages,4.7,3,-1,3.3,CHIN100; CHIN151; CHIN292
Kelly White,Education,5,1,-1,1,EDUC371W
Boyd Cohen,Business Administration,2,4,-1,2.8,BUS342; BUS4XX; BUS532
Silva Tenenbein,Communication,3.4,25,-1,3.5,200; 200304; 3; CMNS200; CMNS2003; CMNS304; COM; COMM200
Cs Morrissey,History,4.3,16,-1,1.9,151; HUM102; HUM104; HUM151; HUM161; HUM216; LATIN151; LATN211
Neven Leddy,Humanities,4.6,34,-1,3.2,HIS1120; HIST1; HIST1101; HIST130; HIST1701; HIST1707; HUM100W; HUM101; HUM110; HUMAN101; HUMW3
Owen Underhill,Fine Arts,3.9,6,-1,2.5,COMP; FPA145; FPA245; FPA346; FPASECT
Art Liestman,Computer Science,3.9,31,-1,3.6,CMPT307; CMPT308; CMPT376; CMPT405; MACM101
Bryan Quaife,Mathematics,4.5,1,-1,2,MATH314
Liliana Castaneda,Languages,2.4,5,-1,3.8,SPAN101; SPAN102; SPAN103
Karyn Huenemann,English,3.3,25,-1,3.1,E387; ENG354; ENG383; ENG387; ENGL101; ENGL354; ENGL383; ENGL387; ENGL487
Ghizlaine Laghzaoui,Languages,4,20,-1,3.5,122; FR301; FREN; FREN120; FREN210; FREN212; FREN222; FREN230; FREN300; FREN301; FREN302; FRENFREN; FRENXXX
Grace Lau,Psychology,3,10,-1,3.2,PSYC363; PSYC491; PSYCH363; PYSCH363
Nick Inglis,Biology,4.2,15,-1,3.5,BISC333; MBB231
David Baillie,Molecular Biosciences,3.9,10,-1,2.9,CHEM282; MBB435
Sean Connelly,Geography,1.5,1,-1,4,GEO261
Kleen Toohey,Education,4.5,1,-1,4,EDUC480
Kourosh Khosraviani,Engineering,2.2,6,-1,3.5,ENSC215
Jeff Derksen,English,3.7,36,-1,2.8,105; ENG105; ENG207; ENG36363; ENGL105; ENGL105W; ENGL357; ENGL359; ENGLISH; ENLGL311; KING666
James Sallis,Marketing,3.4,4,-1,2.3,BUS446; BUS447
David Hendrickson,Urban Planning,1.5,1,-1,5,GEOG363
Vivian Fang,Economics,2.8,46,-1,3.2,103; 291; ECON103; ECON290; ECON291; ECON391; MICRO
Laura Weir,Biology,5,1,-1,3,BIOLD100
Julia Heinon,Chemistry,4.5,1,-1,4,CHEM121
Larry Davids,Art Education,3,2,-1,3,FPA147; FPA289
Stacey Fitzsimmons,Business Administration,4.6,13,-1,3.5,BUS272
Eric Grahn,Political Science,2.7,15,-1,3.5,349; POL; POL347; POL348; POLI400
Victoria Jeffries,Health Science,2,1,-1,3,HSCI402
Ross Hill,Chemistry,2.2,48,-1,3.7,CHEM120; CHEM121; CHEM12122; CHEM122; CHEM260
Shawn Shen,International Studies,2.3,37,-1,3.5,IS0; IS100; IS101; IS429; ISD
Briggs Buchanan,Archaeology,1.5,1,-1,3,ARCH376
Ilja Tromp-Van Meerveld,Geography,4.7,5,-1,2.2,GEOG310; GEOG311; GEOG411
Avelino Francisco,Business Administration,1,1,-1,3,BUS322
Yasheng Chen,Accounting,3.9,11,-1,2.4,BUS321
Sean Kelly,History,1.6,10,-1,4,HIST106; HIST224
Eric Lim,Business Administration,3.6,9,-1,3.2,BUS374
Stephanie Campbell,Geography,3.2,17,-1,3.2,GEO100; GEOG100; GEOG100A; GEOG110; GEOG325; GEOG362
Andrew MacK,International Studies,4,1,-1,3,INST409
Ian Ponsford,Geography,2.5,1,-1,3,GEOG327
Nicole Bourdeau,Business Administration,2.5,1,-1,3,
Lisa Sterling,Education,2.9,12,-1,3.7,ECE464; EDUC220; EDUC464; EDUCEDUC
Chris Erickson,Political Science,4.3,9,-1,2.2,POL100; POL319; POLI100
Margaret Hall,Criminology,2,3,-1,4,CRIM135; CRIM338
Fernando Martin,Economics,1.9,28,-1,4.1,301; ECON210; ECON301; ECON387; ECON410
Olusola Adesope,Education,3.8,10,-1,3.1,EDU220; EDUC000; EDUC220; EDUC222
Thomas Huw,Psychology,3,1,-1,3,CLASS000
Jen Currin,Writing,4.5,1,-1,4,CRWR1100
Liz Elliott,Criminal Justice,4.1,37,-1,1.8,300; 315; CRIM; CRIM300; CRIM315; CRIM343
Bob Mercer,Communication,3.3,24,-1,2,375; CMNS375; PUB375
Sal Ferreras,Fine Arts,3.5,3,-1,4.7,FIN341; FPA341
James Acken,English,3.4,24,-1,3.1,ENG204; ENG304; ENGL204; ENGL304; HIST106; HIST304; HUM202; HUM219; HUM240; HUM305; HUM332; HUM333; HUM340
Kitty Corbett,Health Science,3,2,-1,3,HSCI301; HSCI9000
Stacy Tzoumakis,Criminology,5,1,-1,3,CRIM103
Jan Manuch,Computer Science,2.3,14,-1,3.1,CMP212; CMPT212; CMPT225; CMPT307; MATH157; MATH308
Cathy Bray,Sociology,4.6,6,-1,2.8,SA150; SA255; SASA; SOC255; SOCIO231
Bill Havens,Computer Science,3.7,31,-1,3.3,CMPT101; CMPT120; CMPT125; CMPT201; CMPT417; CMPT827; COMP101; MASTERS
Jonathan Craft,Political Science,4.5,1,-1,1,POL359
Stephen Corber,Health Science,4.3,3,-1,2,HSCI211
Fernando De Maio,Sociology,4,19,-1,3.3,SA255; SA355; SOC255
Christopher Nowlin,Criminal Justice,2.9,4,-1,4.3,CRIM; CRIM1100; CRIM2316; CRIM419
Charles Scott,Education,4.9,4,-1,2.5,EDUC230; EDUC712; FALX99
Joyce Gordon,Biology,1.1,14,-1,4.4,BIO0983; BIO1120; BISC102; MBB221
Courtney Kang,Health Science,1,1,-1,5,HSCI330
Vineet Johnson,Kinesiology,4.2,15,-1,3,KIN140; KIN142; KIN205
Roland Wittler,Mathematics,3.3,6,-1,1.7,MATH157
Jon Scott,International Studies,3,2,-1,4,IS406; IS409
Mark Skinner,Archaeology,3.2,32,-1,3.4,ARCH131; ARCH136; ARCH333; ARCH372; ARCH373; ARCH385; ARCH432; ARCH442; ARCH473; ENGL472
Tony Herdman,Psychology,2.4,17,-1,4,BIO280; PSYC280; PSYC335; PSYCH280; PYSC280
Ian Hutchinson,Geography,3.7,31,-1,3.1,GEO111; GEO312; GEOG; GEOG111; GEOG111312; GEOG215; GEOG312; GEOG315; GEOG415; GEOGRAPHY312; PHYSGEOG
Joel Blok,Communication,4,1,-1,2,CMNS321
Roman Deng,Economics,1,1,-1,4,ECON105
Peter Halpin,Psychology,2.3,15,-1,4.7,PSY210; PSYC210; PSYCH210
"Ruonan ""Annie"" Zhang",Mathematics,2.5,3,-1,3.7,MATH157
Michael Levykh,Education,4.5,1,-1,2,EDUC240
Zaheer Jiwani,Business Administration,3.7,3,-1,3.7,BUS444
Travis Proulx,Psychology,2.9,21,-1,3.7,PSYC355; PSYC391; PSYC491; PSYCH301; PSYCH355
Angela Tomizu,Graphic Design,3.1,4,-1,3,IAT102
Jose Mora,Business Administration,2.8,11,-1,2.7,BUS343; BUS347
Dorothy Chunn,Criminal Justice,2.9,23,-1,3.6,333; 412; CRIM412; POL100; SA210; SA331; SA335; SOCSECT; THEORY
Ronald Ignace,Anthropology,3,1,-1,4,FNST201
Daniel Shugar,Geography,4,5,-1,3,GEOG213
Anichul Md Hoque Khan,Economics,1.5,1,-1,3,
Andrew Cheung,Business Administration,1.9,43,-1,4,BUS; BUS315; BUS316; BUS418; COMM203
Jack Little,History,2.2,35,-1,4.1,101; CANADIANHISTOR; FRENCHHISTORY; HIST; HIST101; HIST328; HIST336; HIST391; HIST4; HIST400LEVEL; HIST424; HIST430; HISTCAN; HISTHIST; HISTSECT; HST430; NEWFRANCE; QUEBEC
Joseph Bateman,Business Administration,4.2,22,-1,3.1,BUS393; BUS393LAW; BUSINESS
Andreas Adams-Geiger,History,2.8,8,-1,4.1,HIS376; HIST322; HIST376; HIST428; HIST485
Irina Tzoneva,Education,2.8,2,-1,3.5,EDUC426
Bruce Kadonoff,Mathematics,4.8,36,-1,2.9,157; CALC2; MATH; MATH130; MATH150; MATH151; MATH152; MATH155; MATH157; MATH190
Hannah Wittman,Sociology,4.3,4,-1,2.5,LAS200; SA326; SA356W; SA371
Torsten Moeller,Computer Science,2.3,13,-1,4.5,CMPT; CMPT361; CMPT461; CMPT466; MATH461
Mark Selman,Business Administration,2.4,4,-1,3.5,BUS303
Larry Weldon,Statistics,2.3,24,-1,3.1,MSSC480; STAT100; STAT101; STAT280; STAT490; STATS101
Helena Daudt,Health Science,2.1,7,-1,3,BISC333; HSCI100
Stefania Forlini,English,3.5,11,-1,3.3,ENG101; ENG111; ENGL101; ENGL101W; ENGL105W; ENGL206; ENGL237; ENGL327
Stephen Hardy,Engineering,4,1,-1,2,ENSC220
Anne-Marie Dibon,Humanities,2.1,4,-1,4,HUM302; HUM309; HUM383; HUM385
Larry Davids,Music,5,2,-1,2.5,FPA104; FPA289
Lilian Zuccolo,Languages,4.2,33,-1,3.2,103; 207; SPAN101; SPAN102; SPAN103; SPAN201
Gerrit Keizer,Chemistry,1.9,80,-1,4.2,111; CHEM100; CHEM101; CHEM110; CHEM111; CHEM151; HIST110
Benjamin Muller,Political Science,3.3,47,-1,4,POL; POL100; POL241; POL339; POL349; POL438; POL448; POL449; POLI000; POLI100; POLI339; POLI339349
Andrew Ede,History,3.9,14,-1,2.8,HIST110; HIST361; HIST363; HIST485; HISTTECG
Laura Blaj,Humanities,2.8,4,-1,1.3,HUM307; WL102
Pascal Lavergne,Economics,2.8,19,-1,3.3,BUEC333; BUECC333; ECON282; ECON435
Dana Lepofsky,Archaeology,3.7,17,-1,2.9,ARCH; ARCH100; ARCH200; ARCH201; ARCH365; ARCH378; ECOARCH
Simi Kohli,Kinesiology,3.9,14,-1,2.6,KIN110; KIN111; KIN143; KIN212; KINE111; KINES143
Blair Davis,Film,4.2,35,-1,2.6,136; ENG105FPA135; FPA; FPA135; FPA136; FPA137; FPA236; GDST136
Don Devoretz,Economics,3,35,-1,3.1,355; E355; ECON; ECON300; ECON351; ECON355
Stephen McBride,Political Science,3.6,42,-1,3.1,327; POL100; POL327; POL449; POL471; POLI100; POLI327; POLISCI
Sandra MacLean,Political Science,3,34,-1,2.9,POL231; POL342; POL349; POL373; POL437; POL438; POL438837; POLI1121; POLI231; POLISCI; POLITICS
Julie MacArthr,Political Science,5,1,-1,3,POL358
Kathleen Barnard,Education,4.8,4,-1,2.3,FAL99; FALX99
Don Read,Psychology,2.7,26,-1,4.2,369; PSYC368; PSYC369; PSYC376; PSYC379; PSYCH368
Jax Cao,Geography,2.3,4,-1,3.5,GEOG214; GEOG251
