name,department,rating,num_ratings,would_take_again_percent,difficulty,courses
Michael Rosenblat,Biomedical Physiology & Kinesiology,1,2,0,5,BPK303; BPK326
Phil Winne,Education,1.5,2,0,1.5,EDUC600
Scott Bursey,Religion,4.2,9,100,2.4,
Kathryn Taft,Business Administration,3.3,2,100,2.5,MGMT310
Guoxin Xing,Communication,3.1,16,50,2.5,CMNS346; CMNS445; CMNS446
Jacqueline Nelsen,Computer Science,1.9,77,19.4805,3.7,105W; CMPT105; CMPT105W; CMPT320; CMPT376; CMPT376W
Alanaise Ferguson,Counseling & Educational Psych,5,1,100,2,educ323
Srinivas Krishnamoorthy,Business Administration,5,3,100,1.3,BUS473
Jian Pei,Computer Science,3.8,48,64.7059,3,300; CMPT300; CMPT354; CMPT454; CMPT456; CMPT459; CMPT741; CMPT843
Joshua Wright,Psychology,3.4,42,61.9048,3.8,260PSYCH; PSY260; PSYC260; PSYC391; PSYCH260; PSYCHOLOGY260; SOC251
Josip Dasovic,International Studies,3.7,28,72.7273,3.4,IS210; IS210ANDIS240; IS240; IS306; IS309; POL201
Laura Hilton,Health Science,4.1,21,100,2.2,HSCI100; HSCL100; MBB460
Parvinder Dhariwal,Foreign Languages,1.7,3,0,4.3,PUNJ100
Kelli Finney,Linguistics,3.3,3,66.6667,3.7,BUS217W; LING282W
Rodrigo Finkelstein,Communication,4.9,12,100,2.3,CMNS130; CMNS202
Brent Flodin,Kinesiology,5,43,100,2.4,BP143; BPK142; BPK304W; KIN142
Michael Rosenblat,Kinesiology,1,2,0,5,BPK303; BPK326
Jamie Rennie,Communication,4.6,34,81.25,1.9,CMN110; CMNS110; CMNS1120; CMNS1220; CMNS1221; CMNS210
Nathan Gock,Health Science,5,1,100,2,HSCI471
Paul Hibbitts,Computer Science,4.3,44,66.6667,3,CMPT363
Servet Ulas,Art amp Design,5,9,100,2.3,IAT210; IAT343; IAT431
Orlando Vera,Earth Science,4.3,7,85.7143,2.6,EASC101; EASC107
Jason Starnes,English,3.9,8,80,3,ALC; ALC101; ENGL101W; ENGL112; INTG100
Gibson Steve,Biology,2.7,9,44.4444,3.7,BUS216; BUS251
Pooya Taheri,Computer Science,4.9,17,100,2.7,CMPT120; CMPT130; CMPT132; CMPT135; CMPT225
Lisa Shapiro,Philosophy,2.5,63,40,3.2,151; 356; DESCARTES; HISTPHIL; PHIL100; PHIL100W; PHIL151; PHIL270; PHIL280; PHIL352; PHIL353; PHIL354; PHIL356; PHIL3XX; PHIL451W; PHILXXX; RATIONALISM; SPNZA3XX; VARIOUSPHIL
Kate Salters,Health Science,4.6,45,100,2.4,120; ENGL120; HSCI120; HSCI124; HSCI431
Geoffrey Tien,Computer Science,3.8,47,73.5294,3.6,225; APSC160; CMPT225; CMPT307; CPSC121; CPSC221; CPSC259; CPSC320; CS259
Diana Allen,Earth Science,3,9,75,4.6,EASC304; EASC315W
Dionysia Kotsovili,Humanities,5,1,100,4,HUM240
Mark Collard,Archaeology,3.3,33,83.3333,4.2,ARCG131; ARCH131; ARCH333; ARCH385
Elena Halmaghi,Computer Science,3,2,50,4,MATH151
Guldana Salimjan,Gender Studies,5,3,100,2,GSWS321; GSWS333
Daniel Eisenkraft Klein,Health Science,5,2,100,2.5,HSCI-481
Tebuwana Ratnasekera,Statistics,1,3,0,4,stats-201
Sarah Yercich,Criminology,4.2,139,70.8333,3.1,CRIM101; CRIM104; CRIM131; CRIM135; CRIM202; CRIM203; CRIM213; CRIM300W; CRIM317; CRIM432; SOC100
Willeen Keough,History,3.8,58,66.6667,2.8,HIST; HIST101; HIST1215SMU; HIST362; HIST390; HIST425; HIST485; HISTORY101
Brent Amburgey,Business Administration,4.5,13,92.3077,3.3,BUS217; BUS217W; FALX99
Jennifer Warriner,Philosophy,3.7,54,63.3333,3.4,PHIL100; PHIL100W; PHIL120; PHIL120144; PHIL120W; PHIL151; PHIL221; PHIL240; PHIL241; PHIL242; PHIL300; PHIL320; PHIL321; PHIL326; PHIL347
Lucas Crawford,Gender Studies,4,16,50,3,204; 298; 398; GSWS101; GSWS204; GSWS205; GSWS333; GSWS398; GSWS398W
Tucker Sharon,History,1,3,0,4,HIST106; IS265; LAS161
Jennifer Marchbank,Gender Studies,2.3,6,16.6667,3.3,GSWS102
Bernd Stelzer,Physics,3.9,65,75.7576,3.3,385; PHY102; PHY120; PHY385; PHYS102; PHYS120; PHYS121; PHYS285; PHYS385; PHYS485
Colton Fehr,Criminology,3.2,20,60,4.1,CRIM230; CRIM330; CRIM331; CRIM418
Dave Thomas,Business Administration,4.4,15,71.4286,2.6,BUS200; BUS338; BUS380; BUS432
Yuriy Zabolotnyuk,Business Administration,3.5,8,80,3.4,BUS207; BUS312; BUS315
Jeff Reading,Health Science,2.5,2,50,3,HSCI406
Cecilia Heredia,Health Science,3.9,20,70,2.6,HSCI211; HSCI304; HSCI307; HSCI483
Caroline Pacheco,Education,1,3,0,4,EDUC159; EDUC347; EDUC474
Martin Bouchard,Criminology,4.1,40,81.8182,2.9,CIM131; CRIM101; CRIM104; CRIM131; CRIM220; CRIM313; CRIM417; CRIM453; CRIM459; CRIM464
Mary Shearman,Women's Studies,4.8,21,87.5,2.8,GSWS100; GSWS101; GSWS102; GSWS204; GSWS320; GSWS321; GWSW102; WS101; WS102; WS205; WS334
Jiannan Wang,Computer Science,4.1,9,77.7778,2.9,CMPT300; CMPT354; CMPT843
Lisa Higashi,Business Administration,4.3,7,100,2.7,BUS272; D100
William Hahm,Geography,4.4,5,80,2.8,GEOG311; GEOG418
Kai Chow,Computer Science,1,4,0,3,CMPT756
Joshua Tiong,Business Administration,3.5,2,50,3.5,BUS314
Paul St. Pierre,English,3.9,79,100,2.4,104W; 368; EDUC322; ENG; ENG101; ENG104; ENG104W; ENG322; ENG354; ENG360; ENG364; ENG392; ENGL101; ENGL104; ENGL329; ENGL354; ENGL364; ENGL367; ENGL368; ENGL392; ENGL482; ENGL492; ENGLISH484; LITCRIT
Jill McIntosh,Philosophy,2.8,247,19.3548,3.8,100W; PHIL001; PHIL100; PHIL100W; PHIL105; PHIL110; PHIL144; PHIL1O5; PHIL333; PHIL343; PHILO3XX; PHILXX1; PHIXX1
Vishal Jain,Health Science,2.6,10,40,4.2,HSCI340
Xin Li,Accounting,1,4,0,4,BUS321; BUS322
Robbie Dunlop,Earth Science,3.6,65,70,3.5,101; EASC; EASC101; EASC102; EASC103; EASC106; EASC203; EASC210; GEOL101
Yuan Liao,Not Specified,3,6,100,3.7,BUS272; EE641
Cécile Ollivier-Budisa,Languages,4.1,21,87.5,3,FR211; FR221; FREN120; FREN121; FREN122; FREN210; FREN211; FREN212; FREN221; FREN301; FRENCH120
Brett Hodinka,Biology,5,6,100,2,BISC-475; BISC455
Mala Fernando,Biology,3.3,79,64.2857,3.4,BIO100; BIO100A; BIO101; BISC100; BISC303; BISC329; BISC337
Peter Ruben,Kinesiology,4.9,39,100,1.9,421; BPK110; BPK140; BPK340; BPK421; KIN140; KIN201; KIN205; KIN446; KINFALL
Taeyoung Kim,Communication,4,6,50,3,CMNS202
Momoko Ueda,Criminology,3.3,6,50,3.2,CRIM355; CRIM402
Nafiseh Sedaghat,Computer Science,1,16,6.25,4.4,CMPT310
Noriko Omae,Languages,2.2,83,0,4,ECON101; JALANG101; JAP100; JAP101; JAP201; JAPA101; JAPAN101; JAPJAP; JAPN100; JAPN101; JAPN102; JAPN200; JAPN300; JPAN100
Tamie Fennig,Criminology,4.1,88,69.8795,3.6,300W; CRIM101; CRIM131; CRIM135; CRIM220; CRIM300W; CRIM302; CRIM321; CRIM330
Marybelle Issa,French,5,11,100,1.6,FREN120
Gaitri Yapa,Statistics,1.6,96,10.9756,3.3,STAT100; STAT101; STAT201; STAT203
Jessica Hunter,Education,2.4,7,28.5714,3,EDUC322
Karen Brown,Education,4.5,23,76.9231,2.7,CRIM101; CRIM131
Chantal Gibson,Business Administration,3.4,6,100,4.2,BUS272; BUS360; BUS360W
Emmanuel Krebs,Economics,2.3,3,0,4.7,ECON302; HSCI416
Drew Parker,Business Administration,4.7,29,100,1.9,362468; BU362; BUS362; BUS362BUS466; BUS466; BUS468
Lawrence McCandless,Health Science,3.3,6,0,3.3,HSCI330; HSCI410
Michael Solyom,Economics,3,30,100,3.3,ECON102; ECON103; ECON105; ECON291; ECON342
Pek-Hooi Soh,Business Administration,2.7,10,57.1429,3.1,BUS478; BUS479; BUS752
Sharon Koehn,Gerontology,2.2,5,20,4.4,GERO406; GERO840
Jeremy Chiu,Mathematics,3.4,68,61.8182,3.6,CALC155; CPSC1171; MATH115; MATH152; MATH155
Christopher Beh,Molecular Biosciences,3.5,29,0,3.5,331; MBB331; MBB333; MBB430; MBBSS331
Greg Dow,Economics,4.4,24,62.5,3,354; ECON354; ECON383; ECON426; ECON452; ECON483; ECON802; ECON911
Trude Heift,Linguistics,4.3,43,78.2609,2.8,GERM201; GERMAN; GERMANALL; GERMLING; LING; LING100; LING200; LING220; LING360
Karen Kohfeld,Environmental Resources,3.6,12,33.3333,3.1,REM100; REM370
Tamila McMullan,Biology,2,1,0,4,318
Jeremy Carpendale,Psychology,2.9,37,75,3.5,3541; CHILDPSYC; CRIM354; PSYC354; PSYC452; PSYCH354
Michal Fedeles,Health Science,3.9,8,0,1.8,HSCI312; HSCI403
Amy Parent,Education,2.2,5,20,3.8,EDUC300; EDUC311
Dara Culhane,Anthropology,4.3,8,100,3.1,SA245; SA245SA486; SA301; SA359; SA402
Ronald Roesch,Psychology,3.1,20,53.8462,3.4,PSYC268; PSYCH268; PYSC268
Rob Rondeau,Archaeology,5,3,100,2.3,ARCH200
Daniel Dunford,English,4,40,73.6842,3.5,EDUC100; ENG199; ENG199W; ENG214; ENG475; ENGL119; ENGL199; ENGL199W; ENGL214; FAL99; FALX99; FANX99
Rebecca Cox,Education,2.5,11,40,2.8,900; 905; EDUC000; EDUC001; EDUC100W; EDUC376; EDUC800; EDUC813; EDUC864; EUC600
Jan MacLean,Education,4.3,21,87.5,1.9,100; EDUC100W; EDUC342W; EDUC456; FALX99
Jan Simon,Business Administration,3.4,11,60,3.3,BUS635; BUS636; BUS764; BUS866
Dean Mellow,Languages,3.9,48,87.5,2.7,220; 3; 350; LING; LING220; LING301; LING323; LING350; LING360; LING362
Derek Yee,Business Administration,3.5,60,100,3.2,315; 809; ACC251; ACCOUNTING251; BUS251; BUS254; BUS315; BUS315417; BUS316; BUS320; BUS413; BUS417; BUS809; BUSS417
Sarah Coupland,Psychology,3.9,19,73.6842,3.8,PSYC100; PSYC391
Eva Sajoo,Communication,4,2,100,2.5,INTG100
Michael Hayden,Physics,3.9,67,100,3.7,PHY120; PHY121; PHYS120; PHYS121; PHYS126; PHYS130; PHYS192; PHYS321; PHYS421; PHYSICS121
Habiba Zaman,Women's Studies,3.4,23,62.5,2.7,308; GSWS308; GSWS309; GSWS312; GSWS314; WS208; WS308; WS309; WS314
Don Sinclair,Science,3.6,64,37.5,3,202; BIOL2341; BISC202; DATT2050; MBB221; MBB222; MBB231; MBB308; MBB309; MBB309W; MBB432
Kimberly Jang,Business Administration,4.9,22,95.4545,3.1,BUS201
Pengyu Liu,Mathematics,4,86,76.7442,2.8,MACM316
Andrew Rawicz,Engineering,3.3,30,42.8571,2.8,330; 340; ENSC330; ENSC340; ENSC370; ENSC440; ENSC481
Stephanie Simmons,Physics,2.3,6,33.3333,3.7,PHYS255; PHYS285
Peter Hallschmid,Engineering,4,2,100,3.5,ENSC252
Teresa Cheung,Engineering,5,1,100,3,ENSC280
Forough Pourhossein,Business Administration,4.4,20,90,3.4,BUS336
Tiffany Schulz,Kinesiology,4.5,2,100,4,BPK142
Salta Zhumatova,Political Science,4,2,100,3.5,POL317; POLI328
Cynthia (Cindy) Patton,Sociology,4.6,18,93.75,3.1,PSYP430; SA; SA150; SA250; SA321; SA327; SA335
Andrew Hillian,Communication,4.3,4,75,3,CMNS304W
Ofelia Flores,Education,1.6,9,0,3.4,EDUC220; EDUC222
Andrei Frolov,Physics,2.8,6,60,3.3,PHYS132; PHYS255; PHYS490
Andrei Abulatov,Computer Science,1.8,4,0,4.3,725; MACM101
Natt Hongdilokkul,Economics,3.3,5,66.6667,3,BUEC333; ECON103; ECON201; ECON370
Matthew Greaves,Communication,3.4,12,50,3,CMNS210; CMNS230; CMNS240; CMNS353; CMNS40; LBST308
Christina Giovas,Anthropology,4.3,4,100,2.8,ARCH100; ARCH331
Ashu Adhikari,Art amp Design,2.5,2,0,3,IAT167; IAT210
Anne Rimrott,Linguistics,3.6,66,75,3.3,IAT100; LING100; LING110; LING111; LING200; LING220; LING221
Barbara Frisken,Physics,1.8,29,50,4.2,366W; PHY346; PHYS102; PHYS130; PHYS233; PHYS234; PHYS346
Marela Dichupa,Education,3.3,19,80,3.1,99; EDUC100; EDUC100W; EDUC199; EDUC252; EDUC352W; EDUC382; FALX99
Melora Koepke,Geography,1.9,11,18.1818,2.6,GEOG201; GEOG261; GEOG364; GEOG382; GEOG442
Gina Whitaker,Kinesiology,4,8,50,3.5,BPK205; HMKN190; HMKN203; KIN205
Genevieve Johnson,Political Science,4.8,2,100,3,POL210; POL316
Carlos Costa,Business Administration,4.4,19,89.4737,3.3,BUS410; BUS417; BUS418; BUS766; BUS825; BUS864; BUS866; MINE396
Shawn Ireland,Business Administration,1.8,5,0,3.6,BUS100; BUS272; BUS488; MGMT403
Svetlana Smirnova,Communication,2.8,2,0,2.5,CMNS110; CMNS130
Defne Ezgi,Political Science,4.1,19,84.2105,3.5,POL132; POL141; POL201
Ken Li,Statistics,3.2,29,70,3,3AB3; STAT100; STAT200
Jack Thomas,Computer Science,4.9,16,100,2.6,CMPT225; CMPT276; CMPT354
Ivan Aguilar,Art & Design,4.7,13,92.3077,1.9,IAT210
Masarah-C. Paquet-Clouston,Criminology,4,4,50,3.5,CRIM380
Amin Milani Fard,Business Administration,4.5,20,95,3.1,BUS462; BUS465; BUS492
Matthew Araki,History,3.5,4,75,3.5,HIST101
Arsineh Garabedian,Business Administration,4.1,79,80.7692,3.2,254; BUS251; BUS254; BUS420; BUS510; BUSE102
Vanessa Fong,Psychology,3.2,14,50,3.4,PSYC359
Russel Days,Psychology,1,2,0,3.5,PSYC100; PSYCH100
Adrienne White,Business Administration,1,1,0,4,MGMT325
Richard Smith,Communication,4,28,40,3,253; CMN253453; CMNS; CMNS253; CMNS353; CMNS453; CMNS458
Barry Cartwright,Criminal Justice,4.2,236,76,2.2,CRIM100; CRIM101; CRIM101CRIM104; CRIM104; CRIM218; CRIM332
Iain Crump,Mathematics,4.9,16,100,2.8,FAN99; FANX99; MACM201; MATH197
James Carter,Science,3.5,2,50,4,BPK142
Heift Trude,Linguistics,5,2,100,3.5,LING100; LING220
Gratien Prefontaine,Health Science,2.2,24,25,3.7,324; HSCI321; HSCI324; HSCI475; HSCI476
George Chow,Computer Science,4,1,100,2,CMPT732
Jennifer Spear,History,3.8,14,50,2.6,HIST104; HIST200; HIST212; HIST212N; HIST215; HIST427; HIST4444
Oliver Baker,Humanities,1.5,4,0,3.8,HUM102; HUM102W
David Laycock,Political Science,3.2,46,36.3636,3.8,313428; POL100; POL210; POL219; POL312; POL313; POL363; POL3XX; POL411; POL428; POL435; POLISCI; POLS237
Chris Lim,Communication,4.2,5,80,2.6,CMNS326; CMNS331
Christina Atanasova,Business Administration,2.7,30,16.6667,3.4,BUS316; BUS418; BUS495; BUS803
Shiva Olyaei,Law,4.9,9,100,2.9,POL324; POL344; POL351
John Harris,Industrial Studies,3.5,2,100,3,IS319; IS800
Paddy Smith,Political Science,3.2,79,25,2.8,151; POL151; POL214; POL3; POL354; POL454; POL4LVL; POL8817; POLI151; POLISCI151; POLYSCI151
Carolyn Mamchur,Education,3,30,85.7143,2.7,ED485WED326; EDU199; EDUC; EDUC100; EDUC199; EDUC326; EDUCATION; PDP; PDP401
Vasiliki Spiliotopoulos,Education,3.5,4,50,2.8,BUS217W; EDUC252; LLED360
Jasmina Arifovic,Economics,3.2,9,40,2,ECON403; ECON428; ECON482; ECON832
Jennifer Chutter,History,3.7,3,66.6667,3.3,FASS200; HIST436
Tracy Liu,Business Administration,3.5,2,50,3,BUS200
Frederick Willeboordse,Business Administration,3.8,14,85.7143,3,BUS312; BUS315
Maureen Jack-LaCroix,Education,2,2,0,1.5,EDUC471
Jason Young,Geography,2.7,48,33.3333,4,BIOC212; GEO100; GEOG100; GEOG212; GEOG241; GEOG321; GEOG387; SA260
Jeff Schultz,Film,1,1,0,5,CA230
Linda Elmose,Political Science,2.6,42,30.4348,3.5,LBST330; POL121; POL150; POL221; POL232; POL343; POL344; POL346; POL347; POL359; POL446; POL449; POLI101; POLI111; POLI204; POLI221
Arthur Alder,Not Specified,4.2,13,80,2.4,PSYC100; PSYC102; PSYC201W; PSYCH102
Kandice Sharren,English,4.7,15,93.3333,3.3,ENG206; ENGL115; ENGL115W; ENGL205; ENGL206; ENGL208; ENGL330; ENGL364
Joy Walcott-Francis,Gender Studies,3.8,8,75,2.3,GSWS210; GSWS319; GSWS320; GSWS321; KIN2216; KIN2261; KINS2261
Kristin Matheson,Business Administration,4.5,2,100,3,BUS200
Betty Schellenberg,English,3,59,52.381,3.8,ENG104; ENG104W; ENG205; ENG320; ENG322; ENGL104; ENGL104205; ENGL114; ENGL114W; ENGL205; ENGL320; ENGL322; ENGL420; ENGLISH104
Sean Markey,Geography,4,12,100,2.6,CED301; EXPL110; GEO383; GEOG383; PLAN200; SCD301
Marek Syrzycki,Engineering,2.1,38,25,3.7,225; 325; ENSC225; ENSC325; ENSC852
Jack Davis,Statistics,4.2,28,78.2609,2.5,STAT201; STAT203; STAT300; STAT300W; STAT302; STAT305; STAT342; STATS201; STATS203
John Grant,Business Administration,1,1,0,1,BUS202
Rick Parent,Criminology,3.2,39,44.4444,3.2,CRIM; CRIM131; CRIM251; CRIM315; CRIM351; CRIM431; CRIM458; CRIM499
Michael Batu,Economics,3.3,7,42.8571,3.9,ECON342
Boyuan Wang,Economics,1,1,0,4,ECON105
Shuxing Li,Mathematics,2.5,13,23.0769,4.2,MATH240
Steeve Mongrain,Economics,3.5,13,53.8462,3.5,ECON301; ECON302; ECON492
Lesley Schimanski,Psychology,4.4,39,89.7436,3,COGS110; COGS1110; PSYC100; PSYC102; PSYC201; PSYC201W; PSYC210; PSYC325; PSYC382; PSYCH100; PYSC325
Bryan Jones,Psychology,3.7,37,50,3.6,PSYC1100; PSYC201; PSYC2315; PSYC280; PSYC300; PSYC381; PSYC383; PSYCH280; PSYCH381; PSYCH383; PSYCPSYC
Robert Manery,Not Specified,3.1,5,75,2.6,EDUC100W; EDUC230; EDUC250; FALX99
Joan Sharp,Science,3.3,122,45.8333,3.6,316; BIO102; BISC100; BISC102; BISC102LAB; BISC204; BISC316
Colin Campbell,Marketing,3.5,11,75,3.7,BUS207; BUS345; BUS347
Lisa Craig,Molecular Biosciences,3.9,35,85.7143,3.2,222; 428; MBB222; MBB420; MBB428
Aateka Shashank,Geography,1.7,6,16.6667,4.8,GEOG355
Julia Black,Publishing & Printing,2,1,0,4,PUB2321
Jens Classen,Computer Science,3,4,25,4,CMPT310
Michael Markwick,Communication,3.8,23,0,2.1,CMN425; CMNS210; CMNS221; CMNS231; CMNS262; CMNS332; CMNS346; CMNS348; CMNS425; COMMSECT; QUALRESEARCH
Daryl Fuller,Business Administration,5,11,100,2,BUS108; BUS110; BUS200
Nilesh Saraf,Information Systems,5,1,100,3,BUS362
Yves Candau,Cognitive Science,5,1,100,3,COGS110
Allan Mackinnon,Education,3.5,14,66.6667,2.7,EDU816; EDUC100; EDUC100W; EDUC476
Madeleine Potvin,Indigenous Studies,4,1,100,3,INDG101
Ahlem Bensari,Chemistry,1.6,10,20,4.5,CHEM1012; CHEM121; CHEM1213; CHEM123; CHEM282
Jacqueline Barreiro,Education,4.8,4,100,1.8,EDUC370; EDUC371; EDUC382
Kanya Adam,Political Science,4.6,13,100,2.4,POL241; POL339; POL373; POL481; POLS448
Susan Owen,Geography,4.4,5,100,2.4,GEOG100
Yaser Sattari,Economics,3.6,10,80,3.7,ECON105
Patrick Brouder,Geography,3.5,2,50,3,GEOG327
Sudheer Gupta,Business Administration,4.6,14,100,2.9,BUS473; BUS474
Laya Behbahani,Criminology,4.9,5,100,1.8,CRIM334; LBST307
Karmvir Padda,Criminology,4.4,17,94.1176,2.9,CRIM131; CRIM135; CRIM230; CRIM321; CRIM330; CRIM332
Jose Pizarro,Finance,5,2,100,1.5,BUS312
David Heide,Philosophy,5,1,100,4,PHIL203
Anil Narine,Communication,4.2,24,80,1.9,CMNS110; CMNS130W; CMNS221; CMNS223; CMNS230; CMNSCMNS; FPA135; MDSA02
Kory Stevens,Physics,3,5,0,2.8,PHYS102; PHYS121; PHYSICS121
Milena Droumeva,Communication,5,5,100,2.6,355W; CMNS258; CMNS259; CMNS355
John Irwin,Geography,3,79,20,3,GEO100; GEO389W; GEOG100; GEOG102; GEOG221; GEOG2250; GEOG322; GEOG322324; GEOG324; GEOG389; GEOG389W; GEOG424; GEOG445; REM100
Darelle Odo,Business Administration,3.4,10,60,4.1,BUS217; BUS217W
Kylie Reale,Criminology,3.4,5,60,3.4,CRIM101; CRIM316; CRIM320
Alicia Massie,Communication,4.5,2,100,3,CMNS432
Jens Classes,Computer Science,3,2,0,4,CMPT120; CMPT310
Marco Galvani,Business Administration,5,7,100,2.9,BUS217W
Laura D'Amico,Education,4,1,100,4,EDUC482
May Hen-Smith,Sociology,1,1,0,1,SA325
Linden Lechner,Biomedical Physiology & Kinesiology,4.2,5,80,3.4,BPK326; BPK375
Erik Kimbrough,Economics,2.5,21,12.5,3.5,201; ECON200; ECON201; ECON301; ECON383; ECON828
John Lyon,Linguistics,4,1,100,4,LING324
Candyce Kelshall,International Studies,4.5,30,96.6667,3.9,IR01; IS309; ORGB1105; ORGB5110; POL349
Carl Lowenberger,Biology,3.9,13,50,3.3,BISC318; BISC372; BISC418; BISC472; PARASITOLOGY
Byron Gates,Chemistry,4.1,11,75,3.6,CHEM215; CHEM316; CHEM371
Raymond Leung,Accounting,1,4,0,4,BUS249; BUS254
Huai Bao Dhawa,Gender Studies,3.9,17,50,2.5,CHINA101; GRSJ224; GRSJ224A; GRSJ24; GSWS101
Eliav Danziger,Economics,2.9,24,50,3.6,105; ECON105; ECON392
Yildiz Atosoy,Sociology,3.4,8,100,3.4,SA325; SA350; SA360; SA429; SA430
Genevieve Breau,Health Science,2.3,28,35.7143,2.8,HCSI305; HLTC19; HSCI130; HSCI211; HSCI305
Simone Brugiapaglia,Mathematics,3.6,15,66.6667,3.3,ENGR233; MATH232; MATH252; MATH354
Simranpreet Badesha,Gender Studies,4.5,2,100,1,GSWS319; GSWS321
Rose Vernon,Psychology,3.3,6,80,3.8,PSYC201W; PSYCH201W; PSYCH300W
Sarah Yerich,Criminology,5,3,100,2.7,CRIM131; CRIM213; CRIM317
Carleigh Baker,English,5,2,100,1.5,ENGL472; ENGL472W
Eunice Chin,Biology,2.1,30,26.087,4.1,305; BIO111; BISC101; BISC305; BISC366; BISC455; HSCI216; MBB321
Roy Bendor,Communication,3.6,9,0,3.4,CMNS220; CMNS253; CMNS253W
Philip Grant,Business Administration,2.3,17,11.1111,2.8,BUS343; BUS447; MARK1115
Mikael Mokkonen,Biology,2.7,17,50,3.4,BISC100; BISC202; BISC204; BISC300; BISC316; BISC422
Sara Sagaii,Mathematics,4,1,100,5,MACM101
Hasheem Hakeem,French,4,1,100,5,FREN304
Andrea Migone,Political Science,3.1,59,0,2.8,MULTINATCORP; POG214; POL101W; POL151; POL208; POL214; POL221; POL222; POL223; POL251; POL327; POL339; POL343; POL359; POL439; POLI201; POLI221; POLI343; POLIPOLI; POLSC223N
Kyeong-min Kim,Linguistics,2.9,10,40,2.6,LING200; LING322
Flora Hsiao,Business Administration,3.1,14,50,3.1,BUQU1130; BUQU1230; BUS315; BUSI1130
Scott Uzelman,Communication,4,8,0,2.5,1002H; CMNS110; CMNS221; SOCI02H
Maryam Dehghani Estakhri,Engineering,3.7,3,66.6667,1.7,BUQU1230; ENGR101
Graeme Abernethy,English,4.7,10,100,2.5,ENG100; ENG101; ENG1100; ENGL438
Augustine Kwofie,Health Science,3,2,50,4,HSCI212; HSCI215
Cameron Brewer,Resource Management,4,1,100,3,REM319
Daniel Tones,Fine Arts,3.2,7,100,3.6,ARTS1100; FPA341
Andy Calvert,Earth Science,3.5,2,100,3,EASC207
Zahia Marzouk,Education,4.6,14,92.8571,2.3,EDUC220
Billie Joe Rogers,Indigenous Studies,4,1,100,2,PSYC8855
Goksel Demir,Criminology,5,1,100,3,CRIM351
Kristen Matheson,Business Administration,5,1,100,3,BUS200
John Calvert,Political Science,3.9,48,75,2.9,356; AFEW300S; CNS391; HIST356; HSCI160; HSCI305; HSCI404; HSCI407; LBST; POL; POL251; POL351; POL356
Stephen Campbell,Education,3.8,33,92.3077,2.3,EDU250; EDU475; EDUC211; EDUC250; EDUC411; EDUC475; EDUC901
John McDonald,Psychology,4.1,17,83.3333,2.8,PSYC382; PSYC386; PSYCH382; PYSC335; PYSC382
Aaron Danielson,Statistics,2,1,0,4,STAT310
Nathaniel Payne,Business Administration,2,94,24.4681,3.8,BUS232; BUS336; STAT1181
Jeremy Venditti,Geography,3.8,21,66.6667,2.9,213; GEO213; GEOG213; GEOG214; GEOGGRAD; GEOMORPH
Robert Krider,Business Administration,3.4,32,100,3.1,343; BUS343; BUS445; BUS446
Anastasia Ufimtseva,Business Administration,5,3,100,3,BUS346
Alex Clapp,Geography,4.4,20,100,3.1,322; GEOG; GEOG322; GEOG322428; GEOG322W; GEOG328; GEOG428; GEOGRAPHY322; GGR343
Cheryl Prophet,Applied Arts,3.3,5,33.3333,2.6,CA129; FPA101; FPA122; FPAFPA
Carlo Menon,Engineering,4.8,6,0,2.7,ENSC383; ENSC801; MSE491
Ryan Morin,Molecular Biosciences,3.6,4,66.6667,3.5,462; MBB342; MBB460
Mike Lanthier,History,4.5,43,92.8571,2.4,HIS102F; HIST101; HIST106; HIST130; HIST223; HIST332; HIST334; HIST355; HIST401; HIST411; HIST413; HIST416; HUM340; IS101
Erin Thrift,Education,4.7,11,100,2.5,EDU400; EDUC327; EDUC328
Stefanie Rezansoff,Health Science,3,14,50,2.9,HSC214; HSCI214; HSCI402
Ray Corrado,Criminal Justice,3.1,28,0,3.2,CRIM103; CRIM131; CRIM210; CRIM310; CRIM313; CRIM413; CRIM413TERROR; CRIM811; TERRORISM
Sam Behfarshad,Engineering,4.9,16,100,2.5,MSE220; MSE223; MSE300; MSE301; MSE321
Tony Leyland,Kinesiology,3.3,100,56.5217,3,143; 143C; 342; BPK140; BPK141; BPK143; BPK201; BPK343; KIN143; KIN201
Bertille Antoine,Economics,3.6,25,66.6667,3.4,BUEC333; ECON3; ECON331; ECON333
Cody Groat,History,5,1,100,3,HIST325
Khaled Diab,Computer Science,3.3,3,66.6667,1.7,CMPT471
Fiachra Knox,Mathematics,2.6,29,33.3333,4.1,100; MATH; MATH100; MATH251
Antonina Kolokolova,Computer Science,4,1,100,3,CMPT404
Srini Krishnamoorthy,Business Administration,5,1,100,1,BUS473
Daniel Veloso Magnino,Business Administration,3.9,15,73.3333,3.7,BUS361
Samuel Bass,History,5,1,100,2,GA101
Michelle Pidgeon,Education,4.8,4,100,2.8,D100; EDUC100W; EDUC352; EDUC818
Olivia Ha,Criminology,4.3,4,75,2.3,CRIM316; CRIM414
Annette Rouleau,Education,5,2,100,2,EDEL316; EDUC475
Kevin Leung,Political Science,5,1,100,2,POL100
Susan Clements,Media Arts,3,2,0,3.5,IAT202
Novia Chen,Gender Studies,1,3,0,4.3,GSWS101; GSWS102
